CleRegle;NomRegle;Severite;NomLangage;TypeRegle;Etiquette
swift:S1186;Functions and closures should not be empty;CRITICAL;Swift;CODE_SMELL;{suspicious}
swift:S2959;Statements should not end with semicolons;MINOR;Swift;CODE_SMELL;{convention}
swift:S2957;return should be omitted from single-expression closures;MINOR;Swift;CODE_SMELL;{clumsy}
swift:S1109;A close curly brace should be located at the beginning of a line;MINOR;Swift;CODE_SMELL;{convention}
swift:S2958;Trailing closure syntax should not be used when multiple parameters are of function type;MAJOR;Swift;CODE_SMELL;{confusing}
swift:S3923;All branches in a conditional structure should not have exactly the same implementation;MAJOR;Swift;BUG;{}
swift:S1105;An open curly brace should be located at the end of a line;MINOR;Swift;CODE_SMELL;{convention}
swift:S3086;Operator functions should call existing functions;MINOR;Swift;CODE_SMELL;{api-design,convention}
swift:S3087;Closure expressions should not be nested too deeply;MAJOR;Swift;CODE_SMELL;{confusing}
swift:S4173;Filter conditions should be used as predicates to first;MAJOR;Swift;CODE_SMELL;{performance}
swift:S2523;Comments should not be nested;MAJOR;Swift;CODE_SMELL;{}
swift:S1311;Classes should not be too complex;CRITICAL;Swift;CODE_SMELL;{}
swift:S2760;Sequential tests should not check the same condition;MINOR;Swift;CODE_SMELL;{clumsy,suspicious}
swift:S4144;Functions should not have identical implementations;MAJOR;Swift;CODE_SMELL;{confusing,duplicate,suspicious}
swift:S134;Control flow statements if, for, for in, while, do while and switch should not be nested too deeply;CRITICAL;Swift;CODE_SMELL;{brain-overload}
swift:S1438;Statements should end with semicolons;MINOR;Swift;CODE_SMELL;{convention}
swift:S2007;Functions and variables should not be defined outside of classes;BLOCKER;Swift;CODE_SMELL;{design}
swift:S1151;switch case clauses should not have too many lines of code;MAJOR;Swift;CODE_SMELL;{brain-overload}
swift:S4143;Collection elements should not be replaced unconditionally;MAJOR;Swift;BUG;{suspicious}
swift:S126;if ... else if constructs should end with else clauses;CRITICAL;Swift;CODE_SMELL;{cert,misra}
swift:S4142;Duplicate values should not be passed as arguments;MAJOR;Swift;CODE_SMELL;{}
swift:S3981;Collection sizes comparisons should make sense;MAJOR;Swift;BUG;{}
swift:S1845;Methods and field names should not be the same or differ only by capitalization;BLOCKER;Swift;CODE_SMELL;{confusing}
swift:S138;Functions should not have too many lines of code;MAJOR;Swift;CODE_SMELL;{brain-overload}
swift:S2094;Classes should not be empty;MINOR;Swift;CODE_SMELL;{clumsy}
swift:S139;Comments should not be located at the end of lines of code;MINOR;Swift;CODE_SMELL;{convention}
common-php:InsufficientLineCoverage;Lines should have sufficient coverage by tests;MAJOR;PHP;CODE_SMELL;{bad-practice}
common-php:InsufficientBranchCoverage;Branches should have sufficient coverage by tests;MAJOR;PHP;CODE_SMELL;{bad-practice}
common-c:InsufficientLineCoverage;Lines should have sufficient coverage by tests;MAJOR;C;CODE_SMELL;{bad-practice}
common-c:InsufficientBranchCoverage;Branches should have sufficient coverage by tests;MAJOR;C;CODE_SMELL;{bad-practice}
vbnet:S1654;Method parameters should follow a naming convention;MAJOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2346;Flags enumerations zero-value members should be named None;CRITICAL;VB.NET;CODE_SMELL;{convention}
vbnet:S2347;Event handlers should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2344;Enumeration type names should not have Flags or Enum suffixes;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2345;Flags enumerations should explicitly initialize all their members;MINOR;VB.NET;BUG;{}
vbnet:S2342;Enumeration types should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2343;Enumeration values should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2340;Do loops should not be used without a While or Until condition;CRITICAL;VB.NET;CODE_SMELL;{pitfall}
vbnet:S2429;Arrays should be initialized using the ... = {} syntax;MINOR;VB.NET;CODE_SMELL;{clumsy}
vbnet:S2304;Namespace names should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2348;Events should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2349;Event names should not have Before or After as a prefix or suffix;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S103;Lines should not be too long;MAJOR;VB.NET;CODE_SMELL;{convention}
vbnet:S105;Tabulation characters should not be used;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S104;Files should not have too many lines of code;MAJOR;VB.NET;CODE_SMELL;{brain-overload}
vbnet:S2951;VB.Net: Exit Select statements should not be used redundantly;MINOR;VB.NET;CODE_SMELL;{clumsy,unused}
vbnet:S2357;Fields should be private;MAJOR;VB.NET;CODE_SMELL;{pitfall}
vbnet:S2358;IsNot should be used instead of Not ... Is ...;MAJOR;VB.NET;CODE_SMELL;{clumsy}
vbnet:S1542;Functions and procedures should comply with a naming convention;MAJOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2355;Array literals should be used instead of array creation expressions;MINOR;VB.NET;CODE_SMELL;{clumsy}
vbnet:S1541;Functions, procedures and properties should not be too complex;CRITICAL;VB.NET;CODE_SMELL;{brain-overload}
vbnet:S2353;Indexed properties should be named Item;MINOR;VB.NET;CODE_SMELL;{}
vbnet:S1067;Expressions should not be too complex;CRITICAL;VB.NET;CODE_SMELL;{brain-overload}
vbnet:S2354;Line continuations should not be used;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S122;Statements should be on separate lines;MAJOR;VB.NET;CODE_SMELL;{style}
vbnet:S2352;Indexed properties with more than one parameter should not be used;MAJOR;VB.NET;CODE_SMELL;{clumsy}
vbnet:S2359;On Error statements should not be used;MAJOR;VB.NET;CODE_SMELL;{bad-practice}
vbnet:S114;Interface names should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S117;Local variable names should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2368;Public methods should not have multidimensional array parameters;BLOCKER;VB.NET;CODE_SMELL;{pitfall}
vbnet:S2369;Non-private fields should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2366;Properties should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2367;Non-private constants should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S1871;Two branches in a conditional structure should not have exactly the same implementation;MAJOR;VB.NET;CODE_SMELL;{design,suspicious}
vbnet:S2364;Private fields should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2365;Properties should not make collection or array copies;CRITICAL;VB.NET;CODE_SMELL;{api-design,performance}
vbnet:S4144;Methods should not have identical implementations;MAJOR;VB.NET;CODE_SMELL;{confusing,duplicate,suspicious}
vbnet:S2362;Private constants should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S134;Control flow statements If, For, For Each, Do, While, Select and Try should not be nested too deeply;CRITICAL;VB.NET;CODE_SMELL;{brain-overload}
vbnet:S1197;Array designators () should be on the type, not the variable;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S2363;Private Shared ReadOnly fields should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S4142;Duplicate values should not be passed as arguments;MAJOR;VB.NET;CODE_SMELL;{}
vbnet:S1643;Strings should not be concatenated using + or & in a loop;MINOR;VB.NET;CODE_SMELL;{performance}
vbnet:S2375;With statements should be used for a series of calls to the same object;MINOR;VB.NET;CODE_SMELL;{clumsy}
vbnet:S3860;ByVal should not be used;MINOR;VB.NET;CODE_SMELL;{clumsy}
vbnet:S3981;Collection sizes and array length comparisons should make sense;MAJOR;VB.NET;BUG;{}
vbnet:S2376;Write-only properties should not be used;MAJOR;VB.NET;CODE_SMELL;{pitfall}
vbnet:S2373;Generic type parameter names should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S101;Class names should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S3385;Exit statements should not be used;MAJOR;VB.NET;CODE_SMELL;{bad-practice,brain-overload}
vbnet:S2374;Signed types should be preferred to unsigned ones;CRITICAL;VB.NET;CODE_SMELL;{pitfall}
vbnet:S2339;Public constant members should not be used;CRITICAL;VB.NET;CODE_SMELL;{pitfall}
vbnet:S1645;The & operator should be used to concatenate strings;CRITICAL;VB.NET;CODE_SMELL;{suspicious}
vbnet:S3866;IIf should not be used;CRITICAL;VB.NET;CODE_SMELL;{performance}
vbnet:S2372;Exceptions should not be thrown from property getters;MAJOR;VB.NET;CODE_SMELL;{error-handling}
vbnet:S2370;Non-private Shared ReadOnly fields should comply with a naming convention;MINOR;VB.NET;CODE_SMELL;{convention}
vbnet:S139;Comments should not be located at the end of lines of code;MINOR;VB.NET;CODE_SMELL;{convention}
typescript:S1533;Wrapper objects should not be used for primitive types;MINOR;TypeScript;CODE_SMELL;{pitfall}
objc:S984;Dynamic heap memory allocation should not be used;CRITICAL;Objective-C;BUG;{based-on-misra,pitfall}
typescript:S2589;Conditions should not always evaluate to 'true' or to 'false';MAJOR;TypeScript;CODE_SMELL;{cert,cwe,misra,redundant}
typescript:S3799;Destructuring patterns should not be empty;MAJOR;TypeScript;BUG;{}
typescript:S4524;default clauses should be last;CRITICAL;TypeScript;CODE_SMELL;{misra}
typescript:S4123;await should only be used with promises;CRITICAL;TypeScript;CODE_SMELL;{confusing}
typescript:S4124;Constructors should not be declared inside interfaces;MAJOR;TypeScript;BUG;{}
typescript:S1656;Variables should not be self-assigned;MAJOR;TypeScript;BUG;{cert}
typescript:S2228;Console logging should not be used;MINOR;TypeScript;VULNERABILITY;{owasp-a3}
typescript:S905;Non-empty statements should change control flow or have at least one side-effect;MAJOR;TypeScript;BUG;{cwe,misra,unused}
typescript:S103;Lines should not be too long;MAJOR;TypeScript;CODE_SMELL;{convention}
typescript:S105;Tabulation characters should not be used;MINOR;TypeScript;CODE_SMELL;{convention}
typescript:S104;Files should not have too many lines of code;MAJOR;TypeScript;CODE_SMELL;{brain-overload}
typescript:S108;Nested blocks of code should not be left empty;MAJOR;TypeScript;CODE_SMELL;{suspicious}
typescript:S4138;for of should be used with Iterables;MINOR;TypeScript;CODE_SMELL;{clumsy}
typescript:S1301;switch statements should have at least 3 case clauses;MINOR;TypeScript;CODE_SMELL;{bad-practice,misra}
typescript:S4137;Type assertions should use as;MINOR;TypeScript;CODE_SMELL;{confusing}
typescript:S4139;for in should not be used with iterables;MAJOR;TypeScript;CODE_SMELL;{}
typescript:S1541;Functions should not be too complex;CRITICAL;TypeScript;CODE_SMELL;{brain-overload}
typescript:S2870;delete should not be used on arrays;MAJOR;TypeScript;CODE_SMELL;{}
typescript:S121;Control structures should use curly braces;CRITICAL;TypeScript;CODE_SMELL;{cert,misra,pitfall}
typescript:S1264;A while loop should be used instead of a for loop;MINOR;TypeScript;CODE_SMELL;{clumsy}
typescript:S4136;Method overloads should be grouped together;MINOR;TypeScript;CODE_SMELL;{convention}
typescript:S122;Statements should be on separate lines;MAJOR;TypeScript;CODE_SMELL;{style}
typescript:S881;Increment (++) and decrement (--) operators should not be used in a method call or mixed with other operators in an expression;MAJOR;TypeScript;CODE_SMELL;{cert,misra}
typescript:S2757;Non-existent operators '=+', '=-' and '=!' should not be used;MAJOR;TypeScript;BUG;{}
typescript:S113;Files should contain an empty newline at the end;MINOR;TypeScript;CODE_SMELL;{convention}
typescript:S117;Variable names should comply with a naming convention;MINOR;TypeScript;CODE_SMELL;{convention}
typescript:S878;Comma operator should not be used;MAJOR;TypeScript;CODE_SMELL;{misra}
typescript:S4622;Union types should not have too many elements;MAJOR;TypeScript;CODE_SMELL;{brain-overload}
typescript:S1874;Deprecated APIs should not be used;MINOR;TypeScript;CODE_SMELL;{cert,cwe,obsolete}
typescript:S3776;Cognitive Complexity of functions should not be too high;CRITICAL;TypeScript;CODE_SMELL;{brain-overload}
typescript:S2688;NaN should not be used in comparisons;MAJOR;TypeScript;BUG;{cert}
typescript:S4621;Union and intersection types should not be defined with duplicated elements;CRITICAL;TypeScript;CODE_SMELL;{}
typescript:S4624;Template literals should not be nested;MAJOR;TypeScript;CODE_SMELL;{brain-overload,confusing}
typescript:S3257;Primitive types should be omitted from initialized or defaulted declarations;MINOR;TypeScript;CODE_SMELL;{clumsy,finding}
typescript:S2201;Return values from functions without side effects should not be ignored;MAJOR;TypeScript;BUG;{cert,misra}
typescript:S2685;arguments.callee should not be used;MAJOR;TypeScript;CODE_SMELL;{obsolete}
typescript:S4623;undefined should not be passed as the value of optional parameters;MAJOR;TypeScript;CODE_SMELL;{confusing}
typescript:S3533;import should be used to include external code;MINOR;TypeScript;CODE_SMELL;{convention,es2015,obsolete}
typescript:S1871;Two branches in a conditional structure should not have exactly the same implementation;MAJOR;TypeScript;CODE_SMELL;{design,suspicious}
typescript:S3498;Object literal shorthand syntax should be used;MINOR;TypeScript;CODE_SMELL;{convention,es2015}
typescript:S1110;Redundant pairs of parentheses should be removed;MAJOR;TypeScript;CODE_SMELL;{confusing}
typescript:S2681;Multiline blocks should be enclosed in curly braces;MAJOR;TypeScript;CODE_SMELL;{cert,cwe}
typescript:S1516;Multiline string literals should not be used;MINOR;TypeScript;CODE_SMELL;{bad-practice}
typescript:S2966;Non-null assertions should not be used;MINOR;TypeScript;CODE_SMELL;{unpredictable}
typescript:S1116;Extra semicolons should be removed;MINOR;TypeScript;CODE_SMELL;{cert,misra,unused}
typescript:S1488;Local variables should not be declared and then immediately returned or thrown;MINOR;TypeScript;CODE_SMELL;{clumsy}
typescript:S1125;Boolean literals should not be redundant;MINOR;TypeScript;CODE_SMELL;{clumsy}
typescript:S3786;Template literal placeholder syntax should not be used in regular strings;MAJOR;TypeScript;BUG;{}
typescript:S4634;Shorthand promises should be used;MAJOR;TypeScript;CODE_SMELL;{proficiency}
typescript:S1121;Assignments should not be made from within conditions;MAJOR;TypeScript;CODE_SMELL;{cert,cwe,misra,suspicious}
typescript:S101;Class and interface names should comply with a naming convention;MINOR;TypeScript;CODE_SMELL;{convention}
typescript:S1526;Variables should be declared before they are used;BLOCKER;TypeScript;CODE_SMELL;{pitfall}
typescript:S1525;Debugger statements should not be used;MINOR;TypeScript;VULNERABILITY;{cwe,owasp-a3,user-experience}
typescript:S1524;Variables should not be shadowed;CRITICAL;TypeScript;CODE_SMELL;{cert,misra,suspicious}
typescript:S3512;Template strings should be used instead of concatenation;MINOR;TypeScript;CODE_SMELL;{clumsy,es2015}
typescript:S4325;Redundant casts and not-null assertions should be avoided;MINOR;TypeScript;CODE_SMELL;{redundant}
typescript:S4204;The any type should not be used;MAJOR;TypeScript;CODE_SMELL;{pitfall}
typescript:S4324;Primitive return types should be used;MINOR;TypeScript;CODE_SMELL;{proficiency}
typescript:S4327;this should not be assigned to variables;MAJOR;TypeScript;CODE_SMELL;{clumsy}
typescript:S4326;await should not be used redundantly;MINOR;TypeScript;CODE_SMELL;{redundant}
typescript:S1451;Track lack of copyright and license headers;BLOCKER;TypeScript;CODE_SMELL;{}
typescript:S4323;Type aliases should be used;MINOR;TypeScript;CODE_SMELL;{proficiency}
typescript:S3353;Unchanged variables should be marked const;CRITICAL;TypeScript;CODE_SMELL;{}
typescript:S4328;Dependencies should be explicit;MAJOR;TypeScript;CODE_SMELL;{}
typescript:S1854;Dead stores should be removed;MAJOR;TypeScript;CODE_SMELL;{cert,cwe,unused}
typescript:S4043;Array-mutating methods should not be used misleadingly;MAJOR;TypeScript;BUG;{}
typescript:S4335;Types without members, 'any' and 'never' should not be used in type intersections;CRITICAL;TypeScript;BUG;{pitfall}
typescript:S1862;Related if/else if statements and cases in a switch should not have the same condition;MAJOR;TypeScript;BUG;{cert,pitfall,unused}
typescript:S4619;in should not be used on arrays;CRITICAL;TypeScript;BUG;{pitfall}
typescript:S3923;All branches in a conditional structure should not have exactly the same implementation;MAJOR;TypeScript;BUG;{}
typescript:S1105;An open curly brace should be located at the end of a line;MINOR;TypeScript;CODE_SMELL;{convention}
typescript:S3801;Functions should use return consistently;MAJOR;TypeScript;CODE_SMELL;{api-design,confusing}
typescript:S1226;Function parameters, caught exceptions and foreach variables' initial values should not be ignored;MINOR;TypeScript;BUG;{misra}
typescript:S3699;The output of functions that don't return anything should not be used;MAJOR;TypeScript;BUG;{}
typescript:S3854;super() should only be invoked once;CRITICAL;TypeScript;BUG;{}
typescript:S3972;Conditionals should start on new lines;CRITICAL;TypeScript;CODE_SMELL;{suspicious}
typescript:S2123;Values should not be uselessly incremented;MAJOR;TypeScript;BUG;{unused}
typescript:S3696;Strings should not be thrown;MAJOR;TypeScript;CODE_SMELL;{api-design,error-handling,misra}
typescript:S4144;Functions should not have identical implementations;MAJOR;TypeScript;CODE_SMELL;{confusing,duplicate,suspicious}
typescript:S4023;Interfaces should not be empty;MINOR;TypeScript;CODE_SMELL;{}
typescript:S1439;Only while, do, for and switch statements should be labelled;MAJOR;TypeScript;CODE_SMELL;{pitfall}
typescript:S1438;Statements should end with semicolons;MINOR;TypeScript;CODE_SMELL;{convention}
typescript:S3616;Logical OR should not be used in switch cases;MAJOR;TypeScript;BUG;{}
typescript:S125;Sections of code should not be commented out;MAJOR;TypeScript;CODE_SMELL;{misra,unused}
typescript:S4140;Sparse arrays should not be declared;MAJOR;TypeScript;CODE_SMELL;{suspicious}
typescript:S4143;Collection elements should not be replaced unconditionally;MAJOR;TypeScript;BUG;{suspicious}
typescript:S3863;Imports from the same modules should be merged;MINOR;TypeScript;CODE_SMELL;{}
typescript:S1441;Quotes for string literals should be used consistently;MINOR;TypeScript;CODE_SMELL;{convention}
typescript:S4156;module should not be used;MINOR;TypeScript;CODE_SMELL;{obsolete}
typescript:S1440;=== and !== should be used instead of == and !=;MAJOR;TypeScript;CODE_SMELL;{suspicious}
typescript:S4157;Default type parameters should be omitted;MINOR;TypeScript;CODE_SMELL;{clumsy}
typescript:S2814;Variables should not be redeclared;MAJOR;TypeScript;CODE_SMELL;{confusing}
typescript:S2933;Private properties that are only assigned in the constructor or at declaration should be readonly;MAJOR;TypeScript;CODE_SMELL;{confusing}
typescript:S3626;Jump statements should not be redundant;MINOR;TypeScript;CODE_SMELL;{clumsy,redundant}
typescript:S3504;Variables should be declared with let or const;CRITICAL;TypeScript;CODE_SMELL;{bad-practice,es2015}
typescript:S4030;Collection and array contents should be used;MAJOR;TypeScript;CODE_SMELL;{suspicious,unused}
typescript:S138;Functions should not have too many lines of code;MAJOR;TypeScript;CODE_SMELL;{brain-overload}
typescript:S4275;Getters and setters should access the expected fields;CRITICAL;TypeScript;BUG;{pitfall}
common-swift:FailedUnitTests;Failed unit tests should be fixed;MAJOR;Swift;BUG;{}
common-swift:SkippedUnitTests;Skipped unit tests should be either removed or fixed;MAJOR;Swift;CODE_SMELL;{pitfall}
common-swift:DuplicatedBlocks;Source files should not have any duplicated blocks;MAJOR;Swift;CODE_SMELL;{pitfall}
common-swift:InsufficientCommentDensity;Source files should have a sufficient density of comment lines;MAJOR;Swift;CODE_SMELL;{convention}
common-swift:InsufficientLineCoverage;Lines should have sufficient coverage by tests;MAJOR;Swift;CODE_SMELL;{bad-practice}
common-swift:InsufficientBranchCoverage;Branches should have sufficient coverage by tests;MAJOR;Swift;CODE_SMELL;{bad-practice}
flex:S1455;Package definition should be separate from Class definition;MINOR;Flex;CODE_SMELL;{obsolete}
flex:S1176;Public classes, methods, properties and metadata should be documented with ASDoc;MAJOR;Flex;CODE_SMELL;{convention}
flex:S1454;Multiple ++ or -- unary operators should not be used in a single arithmetic expression;MAJOR;Flex;BUG;{}
flex:S1451;Track lack of copyright and license headers;BLOCKER;Flex;CODE_SMELL;{}
flex:ParsingError;Flex parser failure;MAJOR;Flex;CODE_SMELL;{suspicious}
flex:LineLength;Lines should not be too long;MAJOR;Flex;CODE_SMELL;{convention}
flex:S1170;Public constants and fields initialized at declaration should be const static rather than merely const;MINOR;Flex;CODE_SMELL;{convention}
flex:S107;Functions should not have too many parameters;MAJOR;Flex;CODE_SMELL;{brain-overload}
flex:S108;Nested blocks of code should not be left empty;MAJOR;Flex;CODE_SMELL;{suspicious}
flex:XPath;Track breaches of an XPath rule;MAJOR;Flex;CODE_SMELL;{}
flex:S1466;The flash.system.Security.exactSettings property should never be set to false;BLOCKER;Flex;VULNERABILITY;{}
flex:S1982;MovieClip.onEnterFrame event handler should not be used;MINOR;Flex;CODE_SMELL;{performance}
flex:S1784;Method visibility should be explicitly declared;MINOR;Flex;BUG;{convention}
flex:S1068;Unused private fields should be removed;MAJOR;Flex;CODE_SMELL;{unused}
flex:S1465;LocalConnection should be configured to narrowly specify the domains with which local connections to other Flex application ar;CRITICAL;Flex;VULNERABILITY;{}
flex:S1464;ManagedEvents tags should have companion Event tags;MAJOR;Flex;BUG;{}
flex:S1144;Unused private functions should be removed;MAJOR;Flex;CODE_SMELL;{unused}
flex:S1463;Event types should be defined in metadata tags;CRITICAL;Flex;CODE_SMELL;{design}
flex:S120;Package names should comply with a naming convention;MINOR;Flex;CODE_SMELL;{convention}
flex:S1462;Event names should not be hardcoded in event listeners;CRITICAL;Flex;CODE_SMELL;{design}
flex:S1066;Collapsible if statements should be merged;MAJOR;Flex;CODE_SMELL;{clumsy}
flex:S1186;Methods should not be empty;CRITICAL;Flex;CODE_SMELL;{suspicious}
flex:S1142;Functions should not contain too many return statements;MAJOR;Flex;CODE_SMELL;{brain-overload}
flex:S1185;Overriding methods should do more than simply call the same method in the super class;MINOR;Flex;CODE_SMELL;{clumsy,redundant}
flex:OneStatementPerLine;Statements should be on separate lines;MAJOR;Flex;CODE_SMELL;{style}
flex:S1821;switch statements should not be nested;CRITICAL;Flex;CODE_SMELL;{pitfall}
flex:S1469;The element type of an array field should be specified;BLOCKER;Flex;CODE_SMELL;{pitfall}
flex:S1820;Classes should not have too many fields;MAJOR;Flex;CODE_SMELL;{brain-overload}
flex:S1468;Security.allowDomain(...) should only be used in a tightly focused manner;BLOCKER;Flex;VULNERABILITY;{}
flex:ClassComplexity;Classes should not be too complex;CRITICAL;Flex;CODE_SMELL;{}
flex:S116;Field names should comply with a naming convention;MINOR;Flex;CODE_SMELL;{convention}
flex:S115;Constant names should comply with a naming convention;CRITICAL;Flex;CODE_SMELL;{convention}
flex:S117;Local variable and function parameter names should comply with a naming convention;MINOR;Flex;CODE_SMELL;{convention}
flex:S1434;Variables of the Object type should not be used;CRITICAL;Flex;CODE_SMELL;{suspicious}
flex:S1950;Cases in a switch should not have the same condition;MINOR;Flex;BUG;{}
flex:S1312;Loggers should be private static const and should share naming convention;MINOR;Flex;CODE_SMELL;{convention}
flex:S134;Control flow statements if, for, while and switch should not be nested too deeply;CRITICAL;Flex;CODE_SMELL;{brain-overload}
flex:S1439;Only while, do and for statements should be labelled;MAJOR;Flex;CODE_SMELL;{pitfall}
flex:S1438;Statements should end with semicolons;MINOR;Flex;CODE_SMELL;{convention}
flex:FunctionComplexity;Functions should not be too complex;CRITICAL;Flex;CODE_SMELL;{brain-overload}
flex:S1952;Objects should not be instantiated inside a loop;MAJOR;Flex;CODE_SMELL;{performance}
flex:S1435;The special star type should not be used;CRITICAL;Flex;CODE_SMELL;{unpredictable}
flex:CommentRegularExpression;Track comments matching a regular expression;MAJOR;Flex;CODE_SMELL;{}
flex:WithStatement;with statements should not be used;MAJOR;Flex;BUG;{}
flex:S1470;Classes that extend Event should override Event.clone();MAJOR;Flex;BUG;{}
flex:S1151;switch case clauses should not have too many lines of code;MAJOR;Flex;CODE_SMELL;{brain-overload}
flex:ActionScript2;Statements, operators and keywords specific to ActionScript 2 should not be used;MAJOR;Flex;CODE_SMELL;{obsolete}
flex:S1445;Constructors should not have a void return type;MINOR;Flex;CODE_SMELL;{confusing}
flex:S1125;Boolean literals should not be redundant;MINOR;Flex;CODE_SMELL;{clumsy}
flex:S1440;=== and !== should be used instead of == and !=;MAJOR;Flex;CODE_SMELL;{suspicious}
flex:S100;Function names should comply with a naming convention;MINOR;Flex;CODE_SMELL;{convention}
flex:S101;Class names should comply with a naming convention;MINOR;Flex;CODE_SMELL;{convention}
flex:S1448;Classes should not have too many methods;MAJOR;Flex;CODE_SMELL;{brain-overload}
flex:S1447;Constructor bodies should be as lightweight as possible;MAJOR;Flex;CODE_SMELL;{performance}
flex:S1446;Dynamic classes should not be used;BLOCKER;Flex;CODE_SMELL;{pitfall}
flex:S1481;Unused local variables should be removed;MINOR;Flex;CODE_SMELL;{unused}
flex:S138;Functions should not have too many lines of code;MAJOR;Flex;CODE_SMELL;{brain-overload}
common-abap:FailedUnitTests;Failed unit tests should be fixed;MAJOR;ABAP;BUG;{}
common-abap:SkippedUnitTests;Skipped unit tests should be either removed or fixed;MAJOR;ABAP;CODE_SMELL;{pitfall}
common-abap:DuplicatedBlocks;Source files should not have any duplicated blocks;MAJOR;ABAP;CODE_SMELL;{pitfall}
common-abap:InsufficientCommentDensity;Source files should have a sufficient density of comment lines;MAJOR;ABAP;CODE_SMELL;{convention}
common-abap:InsufficientLineCoverage;Lines should have sufficient coverage by tests;MAJOR;ABAP;CODE_SMELL;{bad-practice}
common-abap:InsufficientBranchCoverage;Branches should have sufficient coverage by tests;MAJOR;ABAP;CODE_SMELL;{bad-practice}
common-rpg:FailedUnitTests;Failed unit tests should be fixed;MAJOR;RPG;BUG;{}
common-rpg:InsufficientLineCoverage;Lines should have sufficient coverage by tests;MAJOR;RPG;CODE_SMELL;{bad-practice}
common-rpg:InsufficientBranchCoverage;Branches should have sufficient coverage by tests;MAJOR;RPG;CODE_SMELL;{bad-practice}
plsql:PlSql.FunctionAndProcedureNaming;Function and procedure names should comply with a naming convention;MAJOR;PL/SQL;CODE_SMELL;{convention}
plsql:S3830;COMMIT should not be used inside a loop;CRITICAL;PL/SQL;BUG;{}
plsql:AvoidFetchBulkCollectIntoWithoutLimitCheck;FETCH ... BULK COLLECT INTO should not be used without a LIMIT clause;BLOCKER;PL/SQL;BUG;{}
plsql:S1131;Lines should not end with trailing whitespaces;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:NotNullDeclarationWithoutInitializationCheck;NOT NULL variables should be initialized;BLOCKER;PL/SQL;BUG;{}
plsql:VariableNotNullUsageCheck;Variables should be nullable;MAJOR;PL/SQL;CODE_SMELL;{performance}
plsql:LineLength;Lines should not be too long;MAJOR;PL/SQL;CODE_SMELL;{convention}
plsql:S1138;SQL EXISTS subqueries should not be used;MAJOR;PL/SQL;CODE_SMELL;{performance,sql}
plsql:UseNativeSqlJoinsInsteadOfEmbeddedCursorLoopsCheck;Native SQL joins should be used;MAJOR;PL/SQL;CODE_SMELL;{performance,sql}
plsql:FloatWithScaleUsageCheck;Scale should not be specified for float types;BLOCKER;PL/SQL;BUG;{}
plsql:NamingFunctionAndProcedureParametersCheck;Function and procedure parameters should comply with a naming convention;MAJOR;PL/SQL;CODE_SMELL;{convention}
plsql:LoopHardcodedBoundsCheck;FOR loop end conditions should not be hard-coded;MAJOR;PL/SQL;CODE_SMELL;{brain-overload}
plsql:UseAnsiJoinsCheck;SQL tables should be joined with the JOIN keyword;MINOR;PL/SQL;CODE_SMELL;{obsolete,sql}
plsql:S4081;PLS_INTEGER types should be used;MINOR;PL/SQL;CODE_SMELL;{performance}
plsql:LoopUseExitWhenCheck;EXIT WHEN should be used rather than IF ... THEN EXIT END IF;MAJOR;PL/SQL;CODE_SMELL;{clumsy}
plsql:S1145;IF statement conditions should not evaluate unconditionally to TRUE or to FALSE;MAJOR;PL/SQL;BUG;{cwe,misra}
plsql:LoopMissingSemicolonCheck;END LOOP should be followed by a semicolon;BLOCKER;PL/SQL;BUG;{}
objc:S5297;GNU attributes should be used correctly;MAJOR;Objective-C;CODE_SMELL;{confusing}
objc:GotoUsage;goto statement should not be used;MAJOR;Objective-C;CODE_SMELL;{based-on-misra,brain-overload}
